
----------------------------------------------------------------------

Mon Apr 29 15:56:12 2019

[234, 345, 0, 620, 0, 0, 0, 0]
[234, 345, 0, 440, 0, 0, 0, 0]
[234, 345, 0, 487, 0, 0, 0, 0]
[234, 345, 0, 995, 0, 0, 0, 0]
[234, 345, 0, 93, 0, 0, 0, 0]
[234, 345, 0, 24, 0, 0, 0, 0]
[234, 345, 0, 966, 0, 0, 0, 0]
[234, 345, 0, 82, 0, 0, 0, 0]
[234, 345, 0, 414, 0, 0, 0, 0]
[234, 345, 0, 37, 0, 0, 0, 0]
[234, 345, 0, 836, 0, 0, 0, 0]
[234, 345, 0, 81, 0, 0, 0, 0]
[234, 345, 0, 152, 0, 0, 0, 0]
[234, 345, 0, 91, 0, 0, 0, 0]
[234, 345, 0, 401, 0, 0, 0, 0]
[234, 345, 0, 448, 0, 0, 0, 0]
[234, 345, 0, 190, 0, 0, 0, 0]
[234, 345, 0, 850, 0, 0, 0, 0]
[234, 345, 0, 423, 0, 0, 0, 0]
[234, 345, 0, 512, 0, 0, 0, 0]
[234, 345, 0, 748, 0, 0, 0, 0]
[234, 345, 0, 990, 0, 0, 0, 0]
[234, 345, 0, 558, 0, 0, 0, 0]
[234, 345, 0, 553, 0, 0, 0, 0]
[234, 345, 0, 373, 0, 0, 0, 0]

----------------------------------------------------------------------

Mon Apr 29 16:03:14 2019

[234, 345, 0, 680, 0, 0, 0, 0]
[234, 345, 0, 311, 0, 0, 0, 0]
[234, 345, 0, 197, 0, 0, 0, 0]
[234, 345, 0, 133, 0, 0, 0, 0]
[234, 345, 0, 537, 0, 0, 0, 0]
[234, 345, 0, 715, 0, 0, 0, 0]
[234, 345, 0, 884, 0, 0, 0, 0]
[234, 345, 0, 695, 0, 0, 0, 0]
[234, 345, 0, 839, 0, 0, 0, 0]
[234, 345, 0, 411, 0, 0, 0, 0]
[234, 345, 0, 730, 0, 0, 0, 0]
[234, 345, 0, 795, 0, 0, 0, 0]
[234, 345, 0, 744, 0, 0, 0, 0]
[234, 345, 0, 629, 0, 0, 0, 0]

----------------------------------------------------------------------

Mon Apr 29 16:03:20 2019

[234, 345, 0, 648, 0, 0, 0, 0]

----------------------------------------------------------------------

Mon Apr 29 18:49:36 2019

[234, 345, 0, 493, 0, 0, 0, 0]
[234, 345, 0, 969, 0, 0, 0, 0]
[234, 345, 0, 327, 0, 0, 0, 0]
[234, 345, 0, 377, 0, 0, 0, 0]
[234, 345, 0, 445, 0, 0, 0, 0]
[234, 345, 0, 186, 0, 0, 0, 0]

----------------------------------------------------------------------

Mon Apr 29 18:49:50 2019

[234, 345, 0, 693, 0, 0, 0, 0]
[234, 345, 0, 951, 0, 0, 0, 0]
[234, 345, 0, 64, 0, 0, 0, 0]
[234, 345, 0, 625, 0, 0, 0, 0]
[234, 345, 0, 43, 0, 0, 0, 0]
[234, 345, 0, 161, 0, 0, 0, 0]
[234, 345, 0, 981, 0, 0, 0, 0]
[234, 345, 0, 356, 0, 0, 0, 0]

----------------------------------------------------------------------

Mon Apr 29 18:50:13 2019

[234, 345, 0, 479, 0, 0, 0, 0]
[234, 345, 0, 479, 0, 0, 0, 0]
[234, 345, 0, 479, 0, 0, 0, 0]
[234, 345, 0, 371, 0, 0, 0, 0]
[234, 345, 0, 371, 0, 0, 0, 0]
[234, 345, 0, 872, 0, 0, 0, 0]
[234, 345, 0, 835, 0, 0, 0, 0]
[234, 345, 0, 835, 0, 0, 0, 0]
[234, 345, 0, 326, 0, 0, 0, 0]
[234, 345, 0, 326, 0, 0, 0, 0]
[234, 345, 0, 326, 0, 0, 0, 0]
[234, 345, 0, 2, 0, 0, 0, 0]
[234, 345, 0, 2, 0, 0, 0, 0]
[234, 345, 0, 140, 0, 0, 0, 0]
[234, 345, 0, 526, 0, 0, 0, 0]
[234, 345, 0, 526, 0, 0, 0, 0]
[234, 345, 0, 557, 0, 0, 0, 0]
[234, 345, 0, 872, 0, 0, 0, 0]
[234, 345, 0, 778, 0, 0, 0, 0]
[234, 345, 0, 385, 0, 0, 0, 0]
[234, 345, 0, 385, 0, 0, 0, 0]
[234, 345, 0, 64, 0, 0, 0, 0]
[234, 345, 0, 64, 0, 0, 0, 0]
[234, 345, 0, 64, 0, 0, 0, 0]
[234, 345, 0, 115, 0, 0, 0, 0]
[234, 345, 0, 454, 0, 0, 0, 0]
[234, 345, 0, 454, 0, 0, 0, 0]
[234, 345, 0, 454, 0, 0, 0, 0]
[234, 345, 0, 377, 0, 0, 0, 0]
[234, 345, 0, 51, 0, 0, 0, 0]
[234, 345, 0, 51, 0, 0, 0, 0]
[234, 345, 0, 51, 0, 0, 0, 0]
[234, 345, 0, 226, 0, 0, 0, 0]
[234, 345, 0, 226, 0, 0, 0, 0]
[234, 345, 0, 51, 0, 0, 0, 0]
[234, 345, 0, 51, 0, 0, 0, 0]
[234, 345, 0, 556, 0, 0, 0, 0]
[234, 345, 0, 556, 0, 0, 0, 0]
[234, 345, 0, 331, 0, 0, 0, 0]
[234, 345, 0, 331, 0, 0, 0, 0]
[234, 345, 0, 644, 0, 0, 0, 0]
[234, 345, 0, 644, 0, 0, 0, 0]
[234, 345, 0, 644, 0, 0, 0, 0]
[234, 345, 0, 76, 0, 0, 0, 0]
[234, 345, 0, 76, 0, 0, 0, 0]
[234, 345, 0, 708, 0, 0, 0, 0]
[234, 345, 0, 708, 0, 0, 0, 0]
[234, 345, 0, 247, 0, 0, 0, 0]
[234, 345, 0, 247, 0, 0, 0, 0]
[234, 345, 0, 853, 0, 0, 0, 0]
[234, 345, 0, 853, 0, 0, 0, 0]
[234, 345, 0, 853, 0, 0, 0, 0]
[234, 345, 0, 524, 0, 0, 0, 0]
[234, 345, 0, 524, 0, 0, 0, 0]
[234, 345, 0, 597, 0, 0, 0, 0]
[234, 345, 0, 597, 0, 0, 0, 0]
[234, 345, 0, 577, 0, 0, 0, 0]
